Date,Close,High,Low,Open,Volume
2002-07-01,2.4749999046325684,2.680000066757202,2.450000047683716,2.515000104904175,153950
2002-07-02,2.5250000953674316,2.5799999237060547,2.4749999046325684,2.490000009536743,135780
2002-07-03,2.5,2.6050000190734863,2.4700000286102295,2.559999942779541,98710
2002-07-04,2.494999885559082,2.559999942779541,2.450000047683716,2.5,100910
2002-07-05,2.390000104904175,2.5399999618530273,2.375,2.4800000190734863,47420
2002-07-08,2.509999990463257,2.5999999046325684,2.450000047683716,2.450000047683716,121100
2002-07-09,2.375,2.6500000953674316,2.259999990463257,2.6500000953674316,72730
2002-07-10,2.305000066757202,2.4749999046325684,2.299999952316284,2.450000047683716,268750
2002-07-11,2.2750000953674316,2.319999933242798,2.25,2.319999933242798,53360
2002-07-12,2.2049999237060547,2.299999952316284,2.1549999713897705,2.244999885559082,52160
2002-07-15,2.0999999046325684,2.200000047683716,2.069999933242798,2.140000104904175,50160
2002-07-16,2.075000047683716,2.200000047683716,2.0,2.0,121170
2002-07-17,1.9850000143051147,2.190000057220459,1.899999976158142,1.899999976158142,31240
2002-07-18,1.975000023841858,2.049999952316284,1.955000042915344,2.0250000953674316,63160
2002-07-19,1.9900000095367432,2.0299999713897705,1.924999952316284,2.0,13590
2002-07-22,1.7999999523162842,1.8799999952316284,1.7949999570846558,1.8799999952316284,28700
2002-07-23,1.7999999523162842,1.8899999856948853,1.7999999523162842,1.7999999523162842,11000
2002-07-24,1.7599999904632568,1.8949999809265137,1.75,1.850000023841858,20200
2002-07-25,1.7999999523162842,1.8600000143051147,1.7699999809265137,1.774999976158142,62500
2002-07-26,1.715000033378601,1.774999976158142,1.7100000381469729,1.7200000286102295,32000
2002-07-29,1.6100000143051147,1.6449999809265137,1.6100000143051147,1.6349999904632568,26510
2002-07-30,1.4850000143051147,1.600000023841858,1.4600000381469729,1.5199999809265137,15770
2002-07-31,1.3650000095367432,1.5499999523162842,1.340000033378601,1.5499999523162842,67520
2002-08-01,1.440000057220459,1.5,1.350000023841858,1.5,90010
2002-08-02,1.3949999809265137,1.5,1.375,1.5,31380
2002-08-05,1.4450000524520874,1.5099999904632568,1.440000057220459,1.5099999904632568,7250
2002-08-06,1.4199999570846558,1.4199999570846558,1.4199999570846558,1.4199999570846558,500
2002-08-07,1.4600000381469729,1.4950000047683716,1.4299999475479126,1.4950000047683716,11450
2002-08-08,1.4299999475479126,1.5,1.4249999523162842,1.434999942779541,9000
2002-08-09,1.4299999475479126,1.4299999475479126,1.4299999475479126,1.4299999475479126,0
2002-08-12,1.4900000095367432,1.5,1.4199999570846558,1.4199999570846558,11990
2002-08-13,1.3899999856948853,1.534999966621399,1.3899999856948853,1.4500000476837158,17770
2002-08-14,1.4049999713897705,1.4850000143051147,1.4049999713897705,1.4850000143051147,2500
2002-08-15,1.4049999713897705,1.4049999713897705,1.4049999713897705,1.4049999713897705,0
2002-08-16,1.440000057220459,1.5099999904632568,1.440000057220459,1.4600000381469729,8300
2002-08-19,1.4450000524520874,1.534999966621399,1.4149999618530271,1.534999966621399,14940
2002-08-20,1.4550000429153442,1.4700000286102295,1.3799999952316284,1.3799999952316284,8120
2002-08-21,1.4199999570846558,1.4199999570846558,1.3799999952316284,1.3799999952316284,1790
2002-08-22,1.5049999952316284,1.5099999904632568,1.4450000524520874,1.4450000524520874,9380
2002-08-23,1.4550000429153442,1.5449999570846558,1.4450000524520874,1.4500000476837158,12200
2002-08-26,1.5299999713897705,1.5299999713897705,1.4500000476837158,1.4850000143051147,22880
2002-08-27,1.4149999618530271,1.5399999618530271,1.399999976158142,1.5399999618530271,12980
2002-08-28,1.4049999713897705,1.409999966621399,1.4049999713897705,1.409999966621399,500
2002-08-29,1.4149999618530271,1.4149999618530271,1.4149999618530271,1.4149999618530271,1000
2002-08-30,1.4500000476837158,1.4500000476837158,1.440000057220459,1.440000057220459,3000
