,Close,High,Low,Open,Volume
2000-08-02 00:00:00,12.4975004196167,12.4975004196167,12.4975004196167,12.4975004196167,100
2000-08-03 00:00:00,11.547499656677246,12.0,10.800000190734863,11.850000381469728,33020
2000-08-04 00:00:00,11.199999809265137,11.649999618530272,10.899999618530272,11.649999618530272,25500
2000-08-07 00:00:00,10.807499885559082,11.050000190734863,10.800000190734863,11.050000190734863,13320
2000-08-08 00:00:00,10.74250030517578,11.0,10.350000381469728,10.350000381469728,47520
2000-08-09 00:00:00,10.80500030517578,11.0,10.80500030517578,10.949999809265137,7000
2000-08-10 00:00:00,10.949999809265137,11.145000457763672,10.850000381469728,11.0,7900
2000-08-11 00:00:00,10.862500190734863,11.399999618530272,10.862500190734863,10.9975004196167,5700
2000-08-14 00:00:00,10.657500267028809,10.994999885559082,10.5,10.5,14800
2000-08-15 00:00:00,10.657500267028809,10.657500267028809,10.657500267028809,10.657500267028809,0
2000-08-16 00:00:00,11.0,11.050000190734863,10.71500015258789,11.050000190734863,14520
2000-08-17 00:00:00,10.72249984741211,10.797499656677246,10.65250015258789,10.657500267028809,3900
2000-08-18 00:00:00,10.75749969482422,10.899999618530272,10.524999618530272,10.524999618530272,5500
2000-08-21 00:00:00,10.699999809265137,11.0,10.699999809265137,10.774999618530272,9900
2000-08-22 00:00:00,10.5,10.800000190734863,10.5,10.800000190734863,19520
2000-08-23 00:00:00,10.925000190734863,11.0,10.550000190734863,10.550000190734863,7020
2000-08-24 00:00:00,10.71500015258789,11.149999618530272,10.649999618530272,11.149999618530272,11000
2000-08-25 00:00:00,10.779999732971191,10.949999809265137,10.649999618530272,10.949999809265137,10620
2000-08-28 00:00:00,10.807499885559082,10.9975004196167,10.649999618530272,10.899999618530272,16800
2000-08-29 00:00:00,10.667499542236328,10.850000381469728,10.600000381469728,10.802499771118164,21440
2000-08-30 00:00:00,10.774999618530272,11.149999618530272,10.675000190734863,10.75,13520
2000-08-31 00:00:00,10.5024995803833,10.649999618530272,10.25,10.5,5200
2000-09-01 00:00:00,10.5024995803833,10.5024995803833,10.5024995803833,10.5024995803833,0
2000-09-04 00:00:00,10.649999618530272,10.699999809265137,10.449999809265137,10.5,22060
2000-09-05 00:00:00,10.212499618530272,10.899999618530272,10.050000190734863,10.052499771118164,48700
2000-09-06 00:00:00,10.25749969482422,10.897500038146973,10.199999809265137,10.225000381469728,158080
2000-09-07 00:00:00,10.192500114440918,11.077500343322754,10.050000190734863,11.077500343322754,148180
2000-09-08 00:00:00,10.244999885559082,10.25,10.162500381469728,10.25,40240
2000-09-11 00:00:00,10.130000114440918,10.297499656677246,10.050000190734863,10.100000381469728,40960
2000-09-12 00:00:00,10.047499656677246,10.25,9.949999809265137,10.199999809265137,132440
2000-09-13 00:00:00,10.145000457763672,10.350000381469728,10.109999656677246,10.350000381469728,45040
2000-09-14 00:00:00,9.53499984741211,10.295000076293944,9.484999656677246,10.239999771118164,161440
2000-09-15 00:00:00,9.59749984741211,9.744999885559082,9.50749969482422,9.625,78620
2000-09-18 00:00:00,9.477499961853027,9.649999618530272,9.25,9.25,49820
2000-09-19 00:00:00,8.992500305175781,9.550000190734863,8.720000267028809,9.274999618530272,74780
2000-09-20 00:00:00,9.375,9.545000076293944,9.202500343322754,9.387499809265137,17700
2000-09-21 00:00:00,9.399999618530272,9.69499969482422,9.260000228881836,9.47249984741211,29000
2000-09-22 00:00:00,9.282500267028809,9.595000267028809,9.175000190734863,9.595000267028809,8880
2000-09-25 00:00:00,9.2475004196167,9.399999618530272,9.0,9.0,31680
2000-09-26 00:00:00,8.90999984741211,9.25,8.774999618530273,9.024999618530272,43840
2000-09-27 00:00:00,8.772500038146973,8.899999618530273,8.354999542236328,8.899999618530273,30300
2000-09-28 00:00:00,8.592499732971191,8.895000457763672,8.5,8.895000457763672,12220
2000-09-29 00:00:00,8.582500457763672,8.739999771118164,8.399999618530273,8.414999961853027,28540
2000-10-02 00:00:00,8.582500457763672,8.582500457763672,8.582500457763672,8.582500457763672,0
2000-10-03 00:00:00,8.324999809265137,8.550000190734863,8.25,8.25,31280
2000-10-04 00:00:00,8.207500457763672,8.5,8.199999809265137,8.300000190734863,118020
2000-10-05 00:00:00,7.527500152587891,8.399999618530273,7.414999961853027,8.399999618530273,265280
2000-10-06 00:00:00,7.53000020980835,7.730000019073486,7.300000190734863,7.304999828338623,1424620
2000-10-09 00:00:00,7.315000057220459,7.550000190734863,7.25,7.449999809265137,135400
2000-10-10 00:00:00,7.005000114440918,7.400000095367432,6.949999809265137,7.34499979019165,124860
2000-10-11 00:00:00,7.695000171661377,7.900000095367432,6.900000095367432,7.0,105260
2000-10-12 00:00:00,7.8125,8.199999809265137,7.262499809265137,7.262499809265137,216240
2000-10-13 00:00:00,7.425000190734863,7.744999885559082,7.349999904632568,7.559999942779541,107120
2000-10-16 00:00:00,7.639999866485596,7.900000095367432,7.25,7.25,115000
2000-10-17 00:00:00,7.53249979019165,7.652500152587891,7.462500095367432,7.650000095367432,66260
2000-10-18 00:00:00,7.59499979019165,7.695000171661377,7.5,7.5,23400
2000-10-19 00:00:00,7.699999809265137,7.699999809265137,7.005000114440918,7.005000114440918,51840
2000-10-20 00:00:00,8.880000114440918,8.932499885559082,7.400000095367432,7.449999809265137,162420
2000-10-23 00:00:00,8.204999923706055,8.75,7.949999809265137,8.550000190734863,392340
2000-10-24 00:00:00,8.697500228881836,8.857500076293945,8.012499809265137,8.012499809265137,132180
2000-10-25 00:00:00,8.572500228881836,8.975000381469727,8.399999618530273,8.75,255900
2000-10-26 00:00:00,8.5649995803833,8.699999809265137,8.0024995803833,8.0024995803833,6820
2000-10-27 00:00:00,8.484999656677246,8.890000343322754,8.399999618530273,8.717499732971191,17940
2000-10-30 00:00:00,8.512499809265137,8.694999694824219,8.5,8.694999694824219,22280
2000-10-31 00:00:00,8.229999542236328,8.5,8.005000114440918,8.5,60660
2000-11-01 00:00:00,8.515000343322754,8.545000076293945,8.300000190734863,8.545000076293945,19340
2000-11-02 00:00:00,8.414999961853027,8.5,8.300000190734863,8.350000381469727,18540
2000-11-03 00:00:00,8.632499694824219,8.75,8.25,8.399999618530273,187620
2000-11-06 00:00:00,8.904999732971191,10.012499809265137,8.755000114440918,8.800000190734863,388400
2000-11-07 00:00:00,8.512499809265137,9.337499618530272,8.399999618530273,8.800000190734863,350000
2000-11-08 00:00:00,8.614999771118164,9.0,8.5,8.949999809265137,184820
2000-11-09 00:00:00,7.954999923706055,8.5,7.929999828338623,8.5,544980
2000-11-10 00:00:00,7.612500190734863,8.199999809265137,7.554999828338623,7.900000095367432,559980
2000-11-13 00:00:00,7.65500020980835,7.835000038146973,7.355000019073486,7.554999828338623,393740
